Date,User,Number of likes,Tweeted from,Tweets
2022-10-31 11:38:06+00:00,WYeates,0,Buffer,"Red Box: Rishi Sunak unlikely to change his mind on Cop27 no show

https://t.co/aLpSApsCTw"
2022-10-31 11:38:05+00:00,andypcraig,0,Twitter Web App,@pureheroinesza @selene33050136 @gllnkk @RishiSunak @LulaOficial Overall Lula still had more deforestation than Bolsonaro over the first 4 years ? Correct or not ? Yes so Lula did more.. Simple facts
2022-10-31 11:38:03+00:00,DonWurkin,1,Twitter for Android,"I just signed @MakePolluterPay's petition calling for @RishiSunak to declare UK support for an international loss and damage fund. Will you? 

Polluters must #Pay4LossAndDamage

Sign here: https://t.co/YqmcCPachB"
2022-10-31 11:38:02+00:00,JonesJonesnige,0,Twitter Web App,@RishiSunak @PoppyLegion How about putting the homeless veterans into 4-star accommodation over winter.
2022-10-31 11:38:00+00:00,ashokvijaygupta,0,Twitter for iPhone,Rishi Dayanand was Guru of Sardar Patel..today a tragedy happened at Gian Rishi Dayand of Guru Sardar Bhumi..what a tragedy happened..@ PM office and @NDTV India..
2022-10-31 11:37:58+00:00,GATIKWEIndia,0,Social360,@Rishi_Rich33 Your shipment has been delivered. Apologies for the inconvenience. We will try our best in future to make sure this type of inconvenience does not repeat.
2022-10-31 11:37:58+00:00,sunick51,0,Twitter Web App,"@stevegetagrip @B1EMW @RishiSunak We stopped before then.
The EU continued to pay Russia 800 million Euros a day.
If only the EU had followed the lead by Brexit Britain in supporting Ukraine and opposing Russia."
2022-10-31 11:37:54+00:00,Axumawii,2,Twitter for Android,"The Eritreans also were burning crops, he said — an echo of their first occupation in the early weeks of the war.
Pls, advocate for peace &amp; ACT. 
@UN @RishiSunak @EU_Commission @USUN @POTUS @StateDept #TigrayUnderAttack #EritreaOutOfTigray
 https://t.co/74CURkZ4sy"
2022-10-31 11:37:51+00:00,david_reformer,0,Twitter Web App,"@911Amelia @Fox_Claire @RishiSunak @reformparty_uk You're welcome.

In my opinion what's happened amounts to a coup and we're all losers in that, so I'm more sympathetic than anything else. Besides, it doesn't help if we all bash up on each other over a difference in opinion."
2022-10-31 11:37:51+00:00,bfpedros,0,Twitter for Android,@RishiSunak @LulaOficial Lula is going for cooperation with China and Russia. He don't give a shit to EU.
2022-10-31 11:37:49+00:00,ECIU_UK,1,Sprout Social,"@AlokSharma_RDG attacks Rishi Sunak for #COP27 snub

Tory green tsar at odds with PM as it’s revealed King is set to host #climate change experts at the Palace

@Ben_Spencer https://t.co/16KdYKq6G1"
2022-10-31 11:37:49+00:00,englishjen2,0,Twitter for Android,@thegriffter @RishiSunak Correct
2022-10-31 11:37:48+00:00,PaulDulson2,1,Twitter Web App,"@DominicFarrell @TabithaWim @Keir_Starmer @RishiSunak @UKLabour @Conservatives Classic oxymoron,   Labour and Policies ☹️"
2022-10-31 11:37:46+00:00,nobs11111,2,Twitter Web App,@RishiSunak @LulaOficial https://t.co/8ayAvssGwT
2022-10-31 11:37:46+00:00,Toby150868,0,Twitter for iPhone,@BBCNews @Conservatives @AlokSharma_RDG @RishiSunak great solution! Enables the economic crisis to have the focus it needs whilst also supporting efforts on climate issues!
2022-10-31 11:37:44+00:00,allanholloway,0,Twitter Web App,"@DPJHodges His reluctance to attend may not indicate any priority but that the Autumn Statement when it finally arrives will give rise to some unpleasant reading for Tory MPs and may well squash any ""Rishi-bounce"" flat."
2022-10-31 11:37:44+00:00,Andy_sMyName,0,Twitter for iPad,@RishiSunak @LulaOficial *cof* @SuellaBraverman ???
2022-10-31 11:37:39+00:00,BaggiesRoger,0,Twitter for iPhone,@AlStewartOBE @RishiSunak He wouldn’t achieve anything. Better sorting out the mess in this Country
2022-10-31 11:37:33+00:00,SuisseSUI,0,dlvr.it,Première crise au sein du gouvernement de Rishi Sunak https://t.co/csp5ARtK23 https://t.co/6Z4FUjuUJ2
2022-10-31 11:37:29+00:00,SteveTownsend0,1,Twitter Web App,"@StateDept @RishiSunak @vonderleyen 
No sanctions relief until kidnapped Ukrainians are returned, no strings attached
#RussiaIsATerroristState and this kidnapping is a part of their planned genocide, to ethnically cleanse minorities as conscripts, replacing with white-skinned 🇺🇦 https://t.co/F0HI3l1aIT"
2022-10-31 11:37:27+00:00,DanNozzer,0,Twitter for iPhone,@GrandadAlbert @RishiSunak Is this real 😭
2022-10-31 11:37:26+00:00,GarrySm55769673,0,Twitter for Android,"@seahaze55 @rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab ""Lurking""? Hahaha haha!"
2022-10-31 11:37:24+00:00,IrrefutableThe,0,Twitter Web App,"Is Rishi Sunak a successful confidence trickster?

Recent opinion polls suggest: https://t.co/cGci9UMWCG"
2022-10-31 11:37:20+00:00,drewsparkley,0,Twitter for Android,@akcrisp @kitchentowel @andrealeadsom @michaelgove @RishiSunak It's not.
2022-10-31 11:37:19+00:00,WiseMRG78,0,Twitter for iPhone,"@RishiSunak @PoppyLegion Those who protect us need to protect us from our leaders who seem intent on starting WW3.  I would say to all soldiers do not follow orders you know are wrong, you have the power too stop our corrupt leaders"
2022-10-31 11:37:19+00:00,aljk1903,0,Twitter Web App,@brawday @RishiSunak You'll have a long wait.
2022-10-31 11:37:18+00:00,Parody_PM,384,Twitter Web App,@RishiSunak @LulaOficial I asked him what it was like to be voted for by 60million people rather than 202.
2022-10-31 11:37:13+00:00,7eleven2022,0,Twitter for iPad,@AlStewartOBE @RishiSunak If he’s that useless he may as well not bother attending anything
2022-10-31 11:37:11+00:00,NSMalik007,0,Twitter for iPhone,@RishiSunak @narendramodi Thanks to Hon’ble PM sir. You make us proud sir. Regards 🙏 https://t.co/8Goo1Qfd0C
2022-10-31 11:37:11+00:00,IvandariasA,0,Twitter Web App,Britain’s climate leadership unravels under Rishi Sunak https://t.co/mV4Jo6MCEW
2022-10-31 11:37:08+00:00,MariamJasmine_,0,Twitter Web App,Rishi Sunak an Keir Starmer are apathetic deniers. https://t.co/9LhiyCNejd
2022-10-31 11:37:07+00:00,hairyhillfarmer,0,Twitter for iPhone,"@Aiannucci @laweesh @RishiSunak The idea is nice, however? It won’t happen, why? The real WEF conspiracy is that the big corporates wine &amp; dine politicians at Davos &amp; ensure the windfall taxes will never happen. Let’s not forget the U.K. has a £40Bn shortfall due to Brexit 😬"
2022-10-31 11:37:07+00:00,Chrish3145,1,Twitter for iPhone,@LBC @darrenadam #LeakySue still thinks leadership is hers. Arrogant hubris. Plus a weak leader @RishiSunak who is to hemmed into act. Time for change. #EnoughIsEnough #GeneralElectionNow Tory party has lost its way. Self serving to themselves and mega rich. Tory party need a burn back. Rethink.
2022-10-31 11:37:06+00:00,SurnameDean,0,Twitter for iPhone,"@BrugesGroup I called this with Liz Truss. 

Rishi would be a fool to start flip flopping. https://t.co/2T5jyptKKY"
2022-10-31 11:37:06+00:00,PeterMatza,1,Twitter for Android,@johniebnose @RishiSunak Fair point but that hurts labour too.
2022-10-31 11:37:03+00:00,Wilma98864083,0,Twitter for iPad,@DrHoenderkamp @elaine_stott @RishiSunak I’m disappointed he’s done a U-turn already.
2022-10-31 11:37:03+00:00,Pioneer99177477,0,Twitter for iPhone,"@RishiSunak  Is it becoming clear to you that Most of these illegals are criminals?
I honestly believe that it doesn’t matter how much excellent schooling   you receive, if you haven’t got any common sense you’re not as bright as the public https://t.co/f2oxmQu74K"
2022-10-31 11:37:01+00:00,mckentos,0,Twitter for iPhone,@RishiSunak @LulaOficial Democratic values?? You got elected by 300 people
2022-10-31 11:36:57+00:00,WalkerDevon1922,0,Twitter for Android,"@TalkTV Home office, MI5 building, bank if England. Where the hell us the security!  What a facre this government really cannot organise a piss up in a brewery. Beyond a joke @RishiSunak you wont have a country to govern soin. Its anarchy."
2022-10-31 11:36:49+00:00,elizabethjdurka,1,Twitter for iPhone,@mjtward19 @RishiSunak My fingers and toes are crosssed….makes housework difficult! #Generalelectionnow #GeneralElection2022 #GeneralElection #SuellaBravermanOut #SuellaBravermanOut #SuellaBravermanOut
2022-10-31 11:36:48+00:00,CyDe77,0,Twitter for iPhone,@gllnkk @RishiSunak @LulaOficial Climate scam . Stop the reset .
2022-10-31 11:36:48+00:00,MaryRob33891685,0,Twitter Web App,@dave43law @RishiSunak Rumour is the perpetrator was a relative of the victim of the Manchester arena bombing.
2022-10-31 11:36:46+00:00,DopsonPaul,0,Twitter for Android,@RishiSunak @PoppyLegion #BravermanMustGo
2022-10-31 11:36:46+00:00,JPLT59,0,Twitter for iPad,"I’m struggling to see any sense, so far, in which Rishi Sunak is a material improvement on Boris Johnson. He’s smarter, slicker, smoother. But #COP26 ? Braverman? Manston?  Where is the moral leadership?"
2022-10-31 11:36:44+00:00,realpaganking13,0,Twitter Web App,@Conservatives @Steve92592444 @mbga_uk @brown81310986 @kevlondon4  @SuellaBraverman @RishiSunak you are the most racist people us British public people we ever seen Racist against the British people racist against the British people from all walks of life ..we are British …
2022-10-31 11:36:40+00:00,AdamC__________,0,Twitter for iPhone,@RishiSunak @PoppyLegion https://t.co/v6x5IbZbv3
2022-10-31 11:36:31+00:00,babyhelp2020,0,Twitter for iPhone,@RishiSunak @PoppyLegion Hang your head in shame. Stop virtue signalling. You’re a criminal and unelected. These heroes died and sacrificed to defend democracy and you and your party chip away at it and decency daily 🤬
2022-10-31 11:36:30+00:00,djgotstandards,1,Twitter for iPhone,@RishiSunak @PoppyLegion You are still believing dodgy scientists making money. We don’t need fake words. We need actions. What about the pipeline that uk supposedly blew up. Pushing war not peace.
2022-10-31 11:36:28+00:00,Day17_Anne,0,Twitter Web App,"@mjtward19 @RishiSunak Yes it would!  But I will never forget that it was #liarjohnson who started the downfall of the tories (they are too thick to see it). He created a gov of horrible, odious, dreadful, corrupt, racist, sex-pest specimens, many who should be in jail!  #SuellaBravermanOut"
2022-10-31 11:36:26+00:00,johniebnose,0,Twitter Web App,"@PeterMatza @RishiSunak I doubt very much that those who are worried about the invasion would vote Labour, but a harder right party will benefit."
2022-10-31 11:36:25+00:00,Smith52Roger,0,Twitter for iPhone,Definitely.. They say a lot and do very little at all..This is a HUGE crisis we are not controlling at all..I cannot see it ending anytime soon.. @10DowningStreet @RishiSunak @SuellaBraverman 💩💩  It’s time you did something lady because your career is hanging by a thread FACT. https://t.co/BEjOlyHW9Q
2022-10-31 11:36:24+00:00,vaheg4,0,WordPress.com,"Rishi Sunak could overturn Cop27 Summit scam, suggests minister | Rishi Sunak https://t.co/2Xczk2dXCk"
2022-10-31 11:36:21+00:00,stevegetagrip,0,Twitter for Android,"@sunick51 @B1EMW @RishiSunak The UK stopped importing ""fuel"" Inc gas,oil,coal etc in August 2022, the EU is being held to ransom by Russia, which is different to openly trading with Russia, Russia is still selling huge amounts of oil to India (part of the commonwealth) China and other countries"
2022-10-31 11:36:20+00:00,_____Macky_____,0,Twitter for iPhone,@RishiSunak @LulaOficial You mean you know what an actual election is?
2022-10-31 11:36:20+00:00,Ebbony1,0,Twitter for Android,"Rishi Sunak struggles to slot bank note into Poppy Appeal tin - crass 

https://t.co/neyMAg5bOp via @MailOnline"
2022-10-31 11:36:16+00:00,LincsLimpet,3,Twitter for Android,"So, you'll be pleased to know it's all our fault for not making sure our downpipes are draining into the right holes.

#TorySewageParty 
#ToriesOut116
#GeneralElectionNow 
@RishiSunak https://t.co/auLtfhyjns"
2022-10-31 11:36:10+00:00,danielps36,1,Twitter Web App,@RishiSunak @PoppyLegion Are we still the good guys? https://t.co/091jbyvkPT
2022-10-31 11:36:06+00:00,ZD___star,1,Twitter for iPhone,"Dictator #Abiy&amp; #lsaias are using,starvation,bullets&amp;bombs to kill innocent people in#Tigray.when will the
un peacekeeper step in?
@RishiSunak @EUCouncil @USAmbUN @USUN @SecBlinken @EU_Commission #TigrayUnderAttack #TigrayGenocide 🗣📢#StopTigrayGenocide🤚🚫#StopTheWarOnTigray https://t.co/XqojmgYhHL"
2022-10-31 11:36:05+00:00,CyDe77,0,Twitter for iPhone,@RishiSunak @LulaOficial Democracy ay 🤔
2022-10-31 11:36:05+00:00,Sky1946o,0,Twitter for Android,@Robt_O @RishiSunak @ukhomeoffice He thinks they are builders lol 😆
2022-10-31 11:36:05+00:00,RussellEngland,0,Twitter Web App,"@Aiannucci @RishiSunak + His missus owes the taxpayer £600k

That Sunak lent her during the pandemic

https://t.co/j9WPbLbZzv"
2022-10-31 11:36:04+00:00,cannylad53,1,Twitter Web App,"@rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab There has to be some ulterior motive why these young men are determined to make their way to the UK, yet HMG are content to let them keep coming. They offer no comment and take no action to deter. What catastrophe is it going to take before someone actually takes responsibility."
2022-10-31 11:36:03+00:00,right_side1,0,Twitter Web App,"@RishiSunak @LulaOficial 'democratic values' 🤣🤣🤣

@RishiSunak you were appointed not elected.

I guess @LulaOficial is another WEF net-zero stooge."
2022-10-31 11:36:03+00:00,fcuking_news,0,pfff_shop,"Rishi Sunak to target 'woke' policing, end arrests over social media posts 

#news

https://t.co/ySlOOZGwzP"
2022-10-31 11:36:03+00:00,interestedbys10,1,Twitter for iPhone,"This Government will have integrity, professionalism and accountability at every level”, said Rishi Sunak 

Oh yes. - we’ve noticed 🤦🏻‍♂️ https://t.co/3ZNtvc2jmn"
2022-10-31 11:35:58+00:00,Kerrygold21,0,Twitter Web App,@RishiSunak @LulaOficial Never mind Brazil or indeed any other country sort this country out fist.
2022-10-31 11:35:57+00:00,brooky55,0,Twitter for Android,"@RishiSunak @LulaOficial What is your your idea of ""democratic values"" Mr Sunak? You were not elected as PM, but ""supported"" by the ratio of 1 person per roughly 185,000 of the British electorate. Is that the ""democracy"" you have in mind?"
2022-10-31 11:35:53+00:00,Dawsvader,2,Twitter for Android,"@RishiSunak @RDWimp @PoppyLegion And yet your government continue to fail to protect what they died for,they would be turning in thier graves in disgust https://t.co/IZC1SsT1Sb"
2022-10-31 11:35:53+00:00,Carolin14982031,4,Twitter for iPad,@Jennife94501468 @RishiSunak @SuellaBraverman 👏🏻Great thread Jenni. Certainly echos what millions of us are feeling and thinking @RishiSunak #SackBraverman #BravermanOutNow #GeneralElectionNow
2022-10-31 11:35:51+00:00,_20EffectChange,1,Twitter for Android,@ginalovell545 @metpoliceuk @hrw @YasmineAhmed001 @RishiSunak Bloody hell!! That's disturbing! I believe it too!
2022-10-31 11:35:51+00:00,antoindefaoite1,0,Twitter for Android,"@AlStewartOBE @RishiSunak If you cannot figure this out in your own, their is no point in anyone trying to explain, as you are not looking for a reason just stating your belief that he shouldn't go"
2022-10-31 11:35:48+00:00,andypcraig,0,Twitter Web App,@natalia_neme @selene33050136 @gllnkk @RishiSunak @LulaOficial That graph only confirms what i was saying.. Lula had over 200% more deforestation in his first mandate more than Bolsonaro... I was being generous with 27% over all.. I think who doesnt know how to read a graph is you.
2022-10-31 11:35:46+00:00,alexalaka,0,Twitter for iPhone,@RishiSunak @LulaOficial You and the Tory party are next
2022-10-31 11:35:46+00:00,brianmckenna79,0,Twitter for Android,"@RishiSunak @DehennaDavison @PoppyLegion As the say in Ireland, ""up the ra"""
2022-10-31 11:35:45+00:00,Steve507655341,0,Twitter for iPhone,"Do you think Rishi just realised that going to the COP27 knees up gets him out of the firing line, while Suella takes the heat for migrant crisis https://t.co/lMNEICtaQQ"
2022-10-31 11:35:40+00:00,NewsFood4,0,WordPress.com,Rishi Sunak struggles to slot bank note into Poppy Appeal tin https://t.co/fMOgWyZzeL
2022-10-31 11:35:39+00:00,Angus_Duncan,3,Twitter for iPhone,Alba on the ball as ever with a poster campaign centred on *checks notes* Liz Truss and Kwasi Kwarteng but makes no reference to Rishi Sunak or Jeremy Hunt. https://t.co/b2169fdoZP
2022-10-31 11:35:38+00:00,Empathy4Animal,0,Twitter Web App,".@eucopresident @RishiSunak @LulaOficial
@BMWK @SteffiLemke
@CocaCola @Danone @Nestle 
@vonderleyen
@UNEP
@EU_Commission
@COP27P @EmmanuelMacron :Stop the plastic Pollution #plasticfree #recycle #Northseaplasticfree #noplanetb  #ocean #endfishing
https://t.co/gWdSE7HbdK"
2022-10-31 11:35:33+00:00,right_side1,2,Twitter Web App,"'democratic values' 🤣🤣🤣

@RishiSunak you were appointed not elected.

I guess @LulaOficial is another WEF net-zero stooge. https://t.co/nsrUMVoRUm"
2022-10-31 11:35:33+00:00,CadaverNews,0,Twitter for Android,@mattfrei @RishiSunak @Keir_Starmer Matt Frei cuts off a caller who dares to mention The Labour Files scandal. The mainstream news cover-up is breathtaking.  https://t.co/xRaMhlXAfS
2022-10-31 11:35:33+00:00,DanTheRocheMan,0,Twitter for Android,@rishisunak @10DowningStreet STOP THIS NOW!!!! https://t.co/HlFHK2qq6z
2022-10-31 11:35:32+00:00,u6239,0,Twitter for iPad,"Looks like they can play tennis and not be as one if this happens

Rishi Sunak crisis as Tory MPs drafting letters of no confidence after Cabinet purge | Politics | News | https://t.co/T5YEUwYDl7 https://t.co/3juMWlBih3"
2022-10-31 11:35:30+00:00,BrenCan11,0,Twitter for Android,"@RishiSunak @PoppyLegion ""Murphy's Army Purple Poppy Campaign | Paying tribute to animals lost in service, and to those who serve us today."" https://t.co/mcwoFQX6M1"
2022-10-31 11:35:27+00:00,TDeterrence,0,Twitter Web App,@ndtv Instead of talking about trade @RishiSunak must talk about easing the regional tensions by resolution of #JammuAndKashmir issue according to @UN resolutions and also global threat of #Hindu #Terrorism
2022-10-31 11:35:27+00:00,claudio_carioca,0,Twitter Web App,"@RishiSunak @LulaOficial Thank you very much Mr Prime Minister! Respect , cooperation and a helping hand to rebuild our countries will be pretty much appreciated! 
#LongLiveDemocracy"
2022-10-31 11:35:24+00:00,JamieExum1,0,Twitter for Android,@RishiSunak @PoppyLegion So a man who represents the most wealthy in the world is asking people that are wondering if the will have heat or food this winter to give generously?
2022-10-31 11:35:21+00:00,Hart4Equality,0,Twitter for iPhone,"@RishiSunak What’s the Home Secretary doing? @Conservatives @10DowningStreet @ukhomeoffice @morton_wendy @SuellaBraverman Why are you keeping 4,000 migrants in Dover, for weeks, in a space fit for 24 hours, for 1,000 people?
Now mentally ill people are petrol bombing them?😳 https://t.co/trRCMouDWs"
2022-10-31 11:35:20+00:00,direct_johns,0,Twitter for iPhone,@BBCYaldaHakim @unfoundation @UNHumanRights @antonioguterres @RishiSunak @sparkomat https://t.co/BcxN80Fj7e
2022-10-31 11:35:20+00:00,Rightyoh21,0,Twitter for iPhone,"@RishiSunak @PoppyLegion They died protecting our citizens and country, while gutless politicians like you allow it to be invaded, our children groomed and women raped. 
I despise UK politicians now, I hope they get what they deserve."
2022-10-31 11:35:19+00:00,Lisa88884269,0,Twitter Web App,Exactly 🤔...Destination ls for the Mass Deportations @SuellaBraverman @RishiSunak ?? Or would you see them rowing back to France in record time! https://t.co/HwIrR8vnry
2022-10-31 11:35:11+00:00,fcoutts_,0,Twitter Web App,Rishi Sunak not attending the COP27 climate summit and suggesting the King to not attend either. This is a political own-goal....time to U-turn otherwise the UK's progress at COP26 will have been for nothing and green investment will go elsewhere.  https://t.co/531Zr3Pnb8
2022-10-31 11:35:06+00:00,RevMaxPower,0,Twitter for iPhone,"@AFriendofDrBob @ByrneBarry @RishiSunak @SuellaBraverman You miss my point. Stay ashore, no risk.
They have a choice."
2022-10-31 11:35:06+00:00,Michael82533431,0,Twitter for Android,@COP27P @RishiSunak this is what cop 27 is about they are pure evil and they have a very dark place waiting for them when they go to the spirit world 100% leave the animals alone https://t.co/r63FTbakUz
2022-10-31 11:34:57+00:00,Lufcmuslims,0,Twitter Web App,@RishiSunak @PoppyLegion Let's not forget those being murdered in Palestine on a daily basis by the zionist. https://t.co/7Wi4ar1wiz
2022-10-31 11:34:57+00:00,jingbones,0,Twitter Web App,@RishiSunak @PoppyLegion Where's the Kia
2022-10-31 11:34:55+00:00,22dragonlady,0,Twitter for iPad,"@TalkTV @JuliaHB1 This is ridiculous, they’re making the police a laughing stock. This isn’t peaceful demonstration it’s vandalism and anyone else would be put in prison as a constant offender. Get a back bone @RishiSunak and do something about this before our country descends into anarchy !"
2022-10-31 11:34:55+00:00,Stephen14520001,0,Twitter for Android,@CartoonsJpt Definately wrong move....your crisis is here and now in the form of the illegals invasion @RishiSunak
2022-10-31 11:34:54+00:00,FreddieVijayDev,0,Twitter for Android,@abdulrahim7i2 @RishiSunak @PoppyLegion Colonised mind.
2022-10-31 11:34:52+00:00,Eli_Kane_,0,Twitter for iPhone,@RishiSunak https://t.co/2dw4NFScqi
2022-10-31 11:34:51+00:00,Maria01565540,0,Twitter Web App,"@RishiSunak we must ""stop spending money &amp; change UK law"" so economic migrants cannot apply for asylum in the UK. EU and UK must agree that refugees must claim asylum in 1st EU country they reach. Put  1000  UK police officers in France  to stop them  travelling to the UK."
2022-10-31 11:34:49+00:00,USNewsRankcom,0,WordPress.com,What are the markets making of Rishi Sunak so far? https://t.co/NQFeWrJpfd
2022-10-31 11:34:48+00:00,UsNewsRank,0,WordPress.com,What are the markets making of Rishi Sunak so far? https://t.co/PfSxWJJ11S
2022-10-31 11:34:46+00:00,barriewhitehou1,0,Twitter for iPad,"Think if they used MP’s houses this would be stopped overnight

@Conservatives @RishiSunak @SuellaBraverman https://t.co/ABVITY06zk"
2022-10-31 11:34:45+00:00,neilstuart18,1,Twitter for iPhone,"@rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab Every time you book, one to definitely check. So far avoid any Best Western or IBIS."
2022-10-31 11:34:44+00:00,harishM_udupa,0,Twitter Web App,"@JimJewel2 @FreedomsBritish @RishiSunak Here is answer for you and ur #racist mentality. 
Current Brits are not like you, thank god. They know that their ancestors got scared and ran away from India.

https://t.co/GrA5Gzgf1u

Jai Hind. Vasudaiva Kutuma. Ind-UK bhai bhai."
2022-10-31 11:34:41+00:00,feiyao7840,0,Twitter for iPhone,@Rishi_Hoshino 好好活著啊要🥺🥺
2022-10-31 11:34:40+00:00,AdrianWaite,0,Twitter Web App,Many look at my #blog of 11 June at https://t.co/lrcWAUjoVc It refers to #coronavirus #economy #recession @timfarron #ukhousing @NHSEngland #webinars @OECD @public_finance_ @ONS @OBR_UK @hmtreasury @RishiSunak @Telegraph @TheNewEuropean #localgov @CIPFA @CIHhousing @LGANews https://t.co/In6YWMZBys
2022-10-31 11:34:38+00:00,arfurenglish,0,Twitter Web App,@Simon4NDorset @RishiSunak There's 3.8m voters and their families who'll never trust him or the @Conservatives again #ExcludedUK
2022-10-31 11:34:38+00:00,Paullam69876759,0,Twitter for iPhone,@GBNEWS @RishiSunak if you start your term with a u-turn then you will be seen by us all as weak. The media are never going to be your friend or on the side of UK. Say what you mean and mean what you say. U -turns are for feeble people with fragile values
2022-10-31 11:34:35+00:00,interestedbys10,0,Twitter for iPhone,"This Government will have integrity, professionalism and accountability at every level”, said Rishi Sunak 

Oh yes. - we’ve noticed 🤦🏻‍♂️ https://t.co/1pdc2Uu4yW"
2022-10-31 11:34:35+00:00,claudiomelo2001,0,Twitter for Android,"@RishiSunak @LulaOficial We appreciate. Thank you, PM."
2022-10-31 11:34:29+00:00,Chaotic_Trader,0,Twitter for Android,@RishiSunak @PoppyLegion #Thegallofit.
2022-10-31 11:34:26+00:00,EdwardosBandos,0,Twitter for Android,@ollie_francis @StopCambo @RishiSunak Isn't it 2 degrees in the next 30 years? I just think there's no reason to assume that claim can be added the list of BS below... https://t.co/Z3FxdDuWpd
2022-10-31 11:34:17+00:00,Vanguards7,0,Twitter Web App,@RishiSunak At which point is enough enough. This is a small island+with the best will in the world we cannot keep taking in these mostly illegals at the rate that we are! It has become a high security risk+is political+financial suicide! It is chalk+cheese+they/us will never integrate!
2022-10-31 11:34:17+00:00,mummylion_36,0,Twitter for Android,@OhBrokenBritain @RishiSunak @SuellaBraverman @KemiBadenoch Remind me who benefits from Serco profits? I'm sure it's one of the royals 🤔
2022-10-31 11:34:15+00:00,garethbirddj,0,Twitter for iPhone,"@RishiSunak @PoppyLegion Then there is the sacrifice the Great British public have made. Many of us who have been forced to stand by for 12 years and watch the lies, corruption, abuse, neglect, selfishness and stupidity the Tories have unleashed on our country. Get out. #GeneralElectionNow"
2022-10-31 11:34:14+00:00,larryronaldpar1,0,Twitter for iPhone,@RishiSunak @PoppyLegion When will our armed force start protecting UK borders? https://t.co/6Woh47NuU4
2022-10-31 11:34:12+00:00,CaroleHenson11,1,Twitter for Android,@Natures_Voice @RishiSunak Too busy dumping 🤢🤮https://t.co/JfHI8SMQkb
2022-10-31 11:34:12+00:00,Squeezy64,0,Twitter for iPhone,"@RishiSunak @DehennaDavison @PoppyLegion Why did we repel the Germans in WWII to allow the unopposed immigrant invasion today? Was the blood spilt preserving our culture &amp; a safe &amp; secure sanctuary for generations of GB citizens really worth it, when we now see what this once green &amp; pleasant land has become today?"
2022-10-31 11:34:12+00:00,Broadsider01,0,Twitter for iPhone,"@Nigel_Farage @RishiSunak @SuellaBraverman Nigel. You speak for everyone single decent, law abiding, tax payer in this country! This deadly serious issue is now way past the point of requiring urgent action! It needs to happen INSTANTLY! 🤔"
2022-10-31 11:34:10+00:00,philallen02,0,Twitter for iPhone,"@RishiSunak @RDWimp @PoppyLegion True they laid their lives down to protect us while you are letting hundreds invade us on a daily basis, wake up because it’s getting to the point where all the hotels are full, then what ?"
2022-10-31 11:34:09+00:00,Samrawitkalayu7,0,Twitter for Android,@UNGeneva @WHO @DrTedros At least 6 million in Tigray live under a de facto blockade imposed by Ethiopian and Eritrean forces. Millions face an imminent death if action is not taken today by world leaders. #Justice4TigrayWomen #TigrayGenocide @RishiSunak @StateDept @UNWomenWatch https://t.co/80HorVSWyl… https://t.co/mrYA7l6bZF
2022-10-31 11:34:07+00:00,AshvinSuri,0,Twitter for iPhone,@RishiSunak @PoppyLegion Let’s also take a moment to remember the valiant efforts and sacrifice of the soldiers from the Indian subcontinent and beyond! We should always remember their courage and dedication!
2022-10-31 11:34:02+00:00,Carolin55162028,0,Twitter for Android,@john_mack1974 @beisgovuk @RishiSunak There is no possibility. Its a given we are being discriminated we are been violated and used as pawns
2022-10-31 11:34:00+00:00,PeterMatza,0,Twitter for Android,@johniebnose @RishiSunak In what specific way does labour gave a solution?
2022-10-31 11:33:59+00:00,connoroconnor16,0,Twitter for iPhone,@RishiSunak @PoppyLegion what like the ones sleeping rough whilst you look after illegals ?? wheres the hotel rooms for our ex service personel??
2022-10-31 11:33:54+00:00,VadeBloom,1,Twitter Web App,"@ImtiazMadmood @ImranKhanPTI @majorgauravarya @Arzookazmi30 THINK~ MEDIA MAFIA ECONOMY!

HOW MUCH MONEY SPREAD FOR SPRAYING PICTURES OF DEMOCRACY &amp; HUMANTIY?

Remember @Malala one girl!  Whereas thousands in #Pakistan &amp; elsewhere suffering including their own UK.

https://t.co/AgCNUP9j9a
@RishiSunak @ishkarnBHANDARI @NSO365 @IIMC_India"
2022-10-31 11:33:53+00:00,WRhadwen,1,Twitter for iPhone,"@meandmywoofers @Kaka_R_ @ellaluciewrites @RishiSunak @Kaka_R working single parents don’t get more support than working couples. There is no full help with nursery costs. Help from #UniversalCredit is 85% of capped amount, reduced by income &amp; paid in arrears. Tax free childcare is a max of £500 per 3 months. Just not enough"
2022-10-31 11:33:52+00:00,Dan_Allison1980,0,Twitter for iPhone,@AlStewartOBE @RishiSunak What happened to you man?
2022-10-31 11:33:46+00:00,Stephen14520001,0,Twitter for Android,Heartbreaking to see the requests on the @DunelmUK Christmas tree from kids and parents in our country who have nothing... one little boy. 'wanting a hat and a biscuit' disgusting that this country is funding nearly 7 million pounds per day on illegals @RishiSunak sort it out!
2022-10-31 11:33:45+00:00,UsanewsLtd,0,WordPress.com,Slobby chic! Rishi’s wife Akshata Murty opts for £50 fur gilet as she moves back into No 10   https://t.co/FXJRg7rIkv
